FILENAME,SLEEQ_DMOS,BANDING_DMOS,NOISE_DMOS,WIDTH,HEIGHT,SPATIAL_COMPLEXITY,TEMPORAL_COMPLEXITY,CHUNK_COMPLEXITY_VARIATION,COLOR_COMPLEXITY
Lecture_720P-4c87,0.0,0.095,0,1280,720,0.633,0.493,6.267,0.153
Lecture_720P-50b9,0.0,0.094,0.123,1280,720,1.743,0.24100000000000002,0.504,0.314
Lecture_720P-5120,0.034,0.096,0,1280,720,0.562,0.18,2.45,0.0
Lecture_720P-53a1,0.0,0.094,0.108,1280,720,0.875,0.11599999999999999,0.048,0.17300000000000001
Lecture_720P-5725,0.002,0.094,0.116,1280,720,1.874,0.22699999999999998,1.8940000000000001,0.18600000000000003
Lecture_720P-5c7e,0.0,0.483,0,1280,720,1.112,0.009000000000000001,0.18899999999999997,0.596
Lecture_720P-6016,0.034,0.094,0.546,1280,720,0.519,0.551,0.5710000000000001,0.124
Lecture_720P-6951,0.018000000000000002,0.094,0.149,1280,720,1.94,0.21,5.426,0.29600000000000004
Lecture_720P-7189,0.0,0.094,0.104,1280,720,0.777,0.07200000000000001,0.267,0.18899999999999997
Lecture_720P-7dcf,0.0,0.094,0,1280,720,1.4580000000000002,0.040999999999999995,0.256,0.271
Lecture_720P-7e40,0.009000000000000001,0.094,0,1280,720,0.58,0.08900000000000001,2.465,0.07400000000000001
LiveMusic_1080P-14af,0.08199999999999999,0.18600000000000003,0.123,1920,1080,0.753,0.466,0.708,0.491
LiveMusic_1080P-157b,0.037000000000000005,0.099,0.069,1920,1080,0.81,0.318,6.207000000000001,0.319
LiveMusic_1080P-1ace,0.046,0.11,0.123,1920,1080,0.83,0.203,0.276,0.474
LiveMusic_1080P-21dd,0.0,0.094,0.128,1440,1080,1.3630000000000002,0.41700000000000004,2.05,0.085
LiveMusic_1080P-28fe,0.102,0.136,0.023,1920,1080,1.169,0.332,6.837999999999999,0.312
LiveMusic_1080P-2930,0.045,0.321,0,1920,1080,0.986,0.595,14.357000000000001,0.392
LiveMusic_1080P-2b7a,0.098,0.115,0.026,1920,1080,0.925,0.547,7.857,0.573
LiveMusic_1080P-2f7f,0.037000000000000005,0.095,0.119,1920,1080,0.7190000000000001,0.669,3.9610000000000003,0.17300000000000001
LiveMusic_1080P-3549,0.008,0.094,0.162,1440,1080,2.322,0.478,9.808,0.813
LiveMusic_1080P-3e1a,0.061,0.094,0,1920,1080,0.652,0.102,0.18,0.45799999999999996
LiveMusic_1080P-3f95,0.004,0.094,0.141,1920,1080,1.535,0.222,1.214,0.23199999999999998
LiveMusic_1080P-48d5,0.0,0.157,0,1920,1080,2.356,0.225,2.853,0.172
LiveMusic_1080P-514e,0.051,0.121,0,1920,1080,0.302,0.816,1.751,0.026000000000000002
LiveMusic_1080P-51f6,0.011000000000000001,0.158,0.019,1920,1080,1.073,0.516,7.4110000000000005,0.152
LiveMusic_1080P-541f,0.078,0.094,0.258,1920,1080,1.4240000000000002,0.41,1.214,0.387
LiveMusic_1080P-59b3,0.022000000000000002,0.12,0,1440,1080,0.131,0.428,1.4080000000000001,0.001
LiveMusic_1080P-6b1c,0.172,0.096,0.145,1920,1080,1.023,0.509,6.492999999999999,0.594
LiveMusic_1080P-6bbe,0.325,0.11,0.026,1920,1080,0.868,0.48,13.27,0.39399999999999996
LiveMusic_1080P-6d1a,0.272,0.094,0.125,1920,1080,0.602,0.41100000000000003,0.18899999999999997,0.008
LiveMusic_1080P-6fe2,0.087,0.121,0,1920,1080,2.371,0.41600000000000004,2.201,0.42200000000000004
LiveMusic_1080P-77e8,0.187,0.094,0.155,1920,1080,1.207,0.20600000000000002,1.226,0.061
LiveMusic_1080P-7948,0.122,0.094,0.116,1920,1080,1.285,0.745,8.342,0.6509999999999999
LiveMusic_1080P-7ead,0.002,0.19899999999999998,0.124,1920,1080,0.096,0.332,0.225,0.0
LiveMusic_360P-121f,0.006999999999999999,0.094,0.096,640,360,2.311,0.17,1.344,0.215
LiveMusic_360P-1d94,0.037000000000000005,0.12300000000000001,0.363,640,360,1.3769999999999998,0.23800000000000002,0.893,0.47
LiveMusic_360P-22c5,0.01,0.094,0.191,640,360,1.704,0.214,0.542,0.165
LiveMusic_360P-2508,0.008,0.094,0.19,640,360,2.3169999999999997,0.266,2.883,0.154
LiveMusic_360P-265c,0.141,0.11,0.174,480,360,0.514,0.54,1.571,0.812
LiveMusic_360P-2b0f,0.13699999999999998,0.09699999999999999,0.28,640,360,0.833,0.511,1.308,0.45299999999999996
LiveMusic_360P-3979,0.018000000000000002,0.094,0.717,640,360,0.331,0.5870000000000001,0.496,0.184
LiveMusic_360P-3b96,0.0,0.094,0.208,640,360,0.41100000000000003,0.139,0.087,0.14400000000000002
LiveMusic_360P-3be0,0.078,0.114,0.39,480,360,0.6409999999999999,0.385,5.545,0.895
LiveMusic_360P-405c,0.004,0.096,0.173,480,360,1.0759999999999998,0.424,5.63,0.306
LiveMusic_360P-48d5,0.03,0.094,0.132,640,360,2.219,0.172,3.759,0.18
LiveMusic_360P-5281,0.001,0.094,0.148,640,360,2.227,0.156,1.081,0.285
LiveMusic_360P-54d0,0.003,0.11900000000000001,0.115,640,360,0.932,0.12300000000000001,1.5630000000000002,0.175
LiveMusic_360P-5b57,0.059000000000000004,0.094,0.636,640,360,0.9209999999999999,0.297,0.495,0.17600000000000002
LiveMusic_360P-6266,0.16,0.095,0.268,640,360,0.7,0.519,1.899,0.32899999999999996
LiveMusic_360P-6640,0.001,0.095,[NULL],640,360,2.295,0.12300000000000001,3.437,0.155
LiveMusic_360P-6a65,0.16699999999999998,0.106,0.225,480,360,1.216,0.624,4.14,0.703
LiveMusic_360P-7483,0.059000000000000004,0.095,0.192,640,360,1.7069999999999999,0.085,1.9269999999999998,0.179
LiveMusic_480P-0638,0.0,0.094,0.172,852,480,1.2890000000000001,0.08800000000000001,0.3,0.177
LiveMusic_480P-1a91,0.083,0.094,0.102,720,480,1.5390000000000001,0.35600000000000004,11.787,0.5379999999999999
LiveMusic_480P-2019,0.307,0.098,0.157,640,480,1.103,0.594,2.955,0.5820000000000001
LiveMusic_480P-2a5e,0.0,0.094,0.362,640,480,2.248,0.28,0.698,0.371
LiveMusic_480P-331a,0.10300000000000001,0.094,0.141,640,480,1.597,0.321,3.1319999999999997,0.6
LiveMusic_480P-34be,0.33799999999999997,0.094,0.152,640,480,1.124,0.309,0.8109999999999999,0.413
LiveMusic_480P-38f3,0.016,0.094,0.404,640,480,2.312,0.872,3.835,0.5720000000000001
LiveMusic_480P-3d03,0.01,0.095,0.239,720,480,1.044,0.562,21.701,0.738
LiveMusic_480P-427e,0.031,0.11,0.275,720,480,4.085,0.835,33.355,0.64
LiveMusic_480P-459c,0.025,0.11199999999999999,0.085,640,480,2.469,0.5720000000000001,13.774000000000001,0.292
LiveMusic_480P-474a,0.048,0.098,0.437,640,480,0.33899999999999997,0.5489999999999999,2.634,0.081
LiveMusic_480P-4c3a,0.0,0.147,0.089,640,480,1.12,0.09300000000000001,0.698,0.5720000000000001
LiveMusic_480P-4f88,0.003,0.094,[NULL],720,480,2.623,0.11,0.47700000000000004,0.475
LiveMusic_480P-559d,0.0,0.096,0,640,480,0.731,0.28600000000000003,2.068,0.076
LiveMusic_480P-58fb,0.02,0.094,0.478,640,480,1.3659999999999999,0.494,3.734,0.374
LiveMusic_480P-61ef,0.028999999999999998,0.14,0.033,640,480,1.3630000000000002,0.258,20.636999999999997,0.637
LiveMusic_480P-636e,0.009000000000000001,0.102,0.07,720,480,0.9990000000000001,0.6,13.972000000000001,0.883
LiveMusic_480P-6542,0.006,0.102,0.149,640,480,1.86,0.581,17.507,0.34299999999999997
LiveMusic_480P-65ca,0.0,0.098,0,640,480,0.439,0.09,1.607,0.19
LiveMusic_720P-0cd5,0.02,0.107,0,1280,720,0.365,0.32,1.588,0.187
LiveMusic_720P-0d9f,0.006,0.094,[NULL],1280,720,2.399,0.337,1.89,0.153
LiveMusic_720P-2620,0.16899999999999998,0.11699999999999999,0.139,1280,720,2.079,0.382,1.131,0.7
LiveMusic_720P-267b,0.003,0.094,0.076,1280,720,1.6980000000000002,0.21100000000000002,7.377000000000001,0.5429999999999999
LiveMusic_720P-289b,0.0,0.094,0.123,1280,720,0.316,0.405,0.5539999999999999,0.095
LiveMusic_720P-3320,0.19399999999999998,0.095,0,1280,720,0.266,0.759,1.423,0.0
LiveMusic_720P-4ae2,0.0,0.094,0.87,1280,720,0.7979999999999999,0.384,0.687,0.35200000000000004
LiveMusic_720P-58db,0.013000000000000001,0.105,0.108,1280,720,2.2119999999999997,0.289,8.639,0.501
LiveMusic_720P-6343,0.063,0.094,0.178,1280,720,1.209,0.687,1.819,0.5870000000000001
LiveMusic_720P-6452,0.012,0.09699999999999999,0.413,1280,720,1.09,0.74,0.737,0.258
LiveMusic_720P-653e,0.055999999999999994,0.09699999999999999,0.138,1280,720,0.557,0.191,9.966000000000001,0.247
LiveMusic_720P-65f6,0.025,0.218,0.2,1280,720,1.097,0.085,1.419,0.17800000000000002
LiveMusic_720P-66df,0.054000000000000006,0.094,0.15,1280,720,1.1059999999999999,0.26899999999999996,0.46399999999999997,0.188
LiveMusic_720P-71c5,0.124,0.267,0.031,1280,720,0.769,0.474,8.304,0.674
LyricVideo_1080P-0075,0.073,0.094,0,1920,1080,1.103,0.728,10.573,0.21899999999999997
LyricVideo_1080P-0625,0.0,0.094,0.061,1920,1080,0.522,0.162,0.20199999999999999,0.09300000000000001
LyricVideo_1080P-11f0,0.043,0.121,0,1920,1080,1.168,0.278,15.579,0.256
LyricVideo_1080P-12af,0.04,0.094,0.115,1920,1080,1.3159999999999998,0.136,6.849,0.34700000000000003
LyricVideo_1080P-16b6,0.025,0.094,0,1920,1080,1.138,0.226,6.292000000000001,0.251
LyricVideo_1080P-1b04,0.065,0.094,0.179,1440,1080,1.55,0.47200000000000003,1.1840000000000002,0.0
LyricVideo_1080P-1d75,0.003,0.094,[NULL],1920,1080,1.308,0.002,0.006999999999999999,0.129
LyricVideo_1080P-23db,0.073,0.094,0,1920,1080,2.313,0.27699999999999997,27.473000000000003,0.368
LyricVideo_1080P-28e8,0.0,0.47200000000000003,0.085,1440,1080,0.031,0.777,0.262,0.006
LyricVideo_1080P-2946,0.019,0.094,0,1920,1080,1.6869999999999998,0.006999999999999999,0.3,0.02
LyricVideo_1080P-3803,0.138,0.094,[NULL],1920,1080,2.7969999999999997,0.004,0.249,0.6729999999999999
LyricVideo_1080P-3b60,0.0,0.252,0.017,1920,1080,0.313,0.006999999999999999,0.042,0.152
LyricVideo_1080P-41ee,0.0,0.126,0,1920,1080,0.184,0.634,0.5870000000000001,0.5660000000000001
LyricVideo_1080P-4b40,0.092,0.159,0.13,1920,1080,0.943,0.44799999999999995,6.782,0.8440000000000001
LyricVideo_1080P-584f,0.099,0.094,[NULL],1920,1080,2.489,0.21,7.818,0.175
LyricVideo_1080P-5a1f,0.0,0.504,0.084,1920,1080,0.17,0.36200000000000004,0.8029999999999999,0.08800000000000001
LyricVideo_1080P-63d9,0.175,0.18899999999999997,0.121,1440,1080,1.463,0.141,0.708,0.14800000000000002
LyricVideo_1080P-725e,0.0,0.51,0.006,1920,1080,0.5539999999999999,0.126,0.47700000000000004,0.97
LyricVideo_1080P-756a,0.006,0.094,0,1920,1080,1.251,0.044000000000000004,0.853,0.096
LyricVideo_360P-0ac7,0.0,0.096,0.124,480,360,1.6130000000000002,0.24100000000000002,4.452,0.0
LyricVideo_360P-17ce,0.312,0.124,0.151,480,360,0.752,0.147,1.442,0.17300000000000001
LyricVideo_360P-3afc,0.035,0.094,0,480,360,1.564,0.001,0.917,0.077
LyricVideo_360P-5868,0.04,0.139,0,640,360,0.381,0.061,0.705,0.177
LyricVideo_360P-5b54,0.18100000000000002,0.098,[NULL],640,360,1.9080000000000001,0.025,2.048,0.162
LyricVideo_360P-5e87,0.0,0.138,0.114,640,360,1.245,0.006,0.252,0.105
LyricVideo_360P-7fb1,0.0,0.094,0,640,360,0.44799999999999995,0.009000000000000001,0.259,0.982
LyricVideo_480P-0722,0.601,0.094,0.152,640,480,2.77,0.541,0.579,0.098
LyricVideo_480P-0a5b,0.0,0.094,0.077,640,480,1.8330000000000002,0.006999999999999999,0.5529999999999999,0.0
LyricVideo_480P-0f72,0.312,0.094,0.17,848,480,2.169,0.408,20.395,0.287
LyricVideo_480P-1484,0.0,0.121,0,854,480,0.665,0.602,15.219000000000001,0.359
LyricVideo_480P-200a,0.0,0.096,0,640,480,0.757,0.01,1.5490000000000002,0.7609999999999999
LyricVideo_480P-2c50,0.0,0.094,0,640,480,3.138,0.039,1.061,0.569
LyricVideo_480P-3b2c,0.272,0.095,0.187,720,480,2.763,0.27699999999999997,7.601,0.726
LyricVideo_480P-3ccf,0.0,0.094,1,640,480,1.743,0.349,0.491,0.225
LyricVideo_480P-4346,0.046,0.45,0.113,854,480,0.43700000000000006,0.33899999999999997,3.305,0.0
LyricVideo_480P-51e4,0.001,0.094,1,640,480,1.251,0.805,1.526,1.0070000000000001
LyricVideo_480P-6385,0.5379999999999999,0.094,0.159,640,480,2.5580000000000003,0.602,0.41200000000000003,0.08800000000000001
LyricVideo_480P-6fca,0.22699999999999998,0.094,0,848,480,2.7439999999999998,0.39299999999999996,5.959,0.38799999999999996
LyricVideo_480P-7919,0.027000000000000003,0.094,0,640,480,0.64,0.375,2.073,0.09699999999999999
LyricVideo_720P-068d,0.0,0.094,0,1280,720,1.306,0.002,0.006,0.0
LyricVideo_720P-081c,0.0,0.111,0,1280,720,0.7090000000000001,0.325,8.507,0.183
LyricVideo_720P-0940,0.078,0.094,0.284,1280,720,1.0070000000000001,0.45399999999999996,0.584,0.6559999999999999
LyricVideo_720P-09ed,0.10800000000000001,0.165,0,1280,720,0.948,0.23399999999999999,7.29,0.09300000000000001
LyricVideo_720P-0ae4,0.008,0.17300000000000001,0,1280,720,2.043,0.258,7.995,0.165
LyricVideo_720P-1c89,0.0,0.094,0,1280,720,0.068,0.319,0.39399999999999996,0.122
LyricVideo_720P-2d24,0.0,0.094,[NULL],1280,720,0.154,0.004,0.311,0.0
LyricVideo_720P-36fb,0.0,0.11699999999999999,0.108,1280,720,0.23800000000000002,0.28800000000000003,0.391,0.084
LyricVideo_720P-4253,0.0,0.094,[NULL],1280,720,2.262,0.008,0.524,0.078
LyricVideo_720P-47a9,0.205,0.22399999999999998,0.269,1280,720,0.735,0.5579999999999999,9.037,0.42700000000000005
LyricVideo_720P-59ed,0.0,0.56,0.028,1280,720,0.86,0.114,0.039,0.05
LyricVideo_720P-5d3a,0.0,0.096,0,960,720,0.203,0.387,1.386,0.0
LyricVideo_720P-6f0c,0.003,0.109,0.1,1280,720,1.433,0.313,6.527,0.7020000000000001
LyricVideo_720P-6fc9,0.04,0.094,0.215,1280,720,0.465,0.636,1.0090000000000001,0.638
LyricVideo_720P-7003,0.053,0.094,0.986,1280,720,1.128,0.023,0.14800000000000002,0.132
LyricVideo_720P-739a,0.259,0.094,[NULL],1280,720,0.8290000000000001,0.008,0.026000000000000002,1.024
LyricVideo_720P-74a0,0.002,0.094,[NULL],1280,720,2.745,0.091,1.7109999999999999,0.005
LyricVideo_720P-7f44,0.272,0.094,[NULL],1280,720,1.3840000000000001,0.001,0.084,0.091
LyricVideo_1080P-5461,0.11599999999999999,0.139,0.018,1920,1080,0.26899999999999996,0.486,2.017,0.191
LyricVideo_1080P-63d4,0.0,0.094,0,1920,1080,0.040999999999999995,0.40299999999999997,0.207,0.0
LyricVideo_480P-5c17,0.11599999999999999,0.266,0,640,480,1.284,0.091,9.177,0.828
MusicVideo_1080P-04b6,0.011000000000000001,0.094,0,1920,1080,1.074,0.434,11.503,0.47700000000000004
MusicVideo_1080P-0706,0.034,0.094,0.036,1920,1080,0.8340000000000001,0.75,24.494,0.581
MusicVideo_1080P-0860,0.067,0.16699999999999998,0,1920,1080,0.777,0.413,11.663,0.003
MusicVideo_1080P-106d,0.069,0.094,0.112,1440,1080,1.305,0.688,7.422999999999999,0.561
MusicVideo_1080P-16e6,0.003,0.258,0.034,1920,1080,0.745,0.402,13.741,0.11900000000000001
MusicVideo_1080P-18f5,0.171,0.16399999999999998,0.024,1920,1080,1.6119999999999999,0.529,19.04,0.589
MusicVideo_1080P-1a53,0.23399999999999999,0.111,0,1920,1080,0.259,0.655,1.131,0.16699999999999998
MusicVideo_1080P-24f5,0.027000000000000003,0.095,0,1920,1080,2.633,0.34299999999999997,4.678,0.185
MusicVideo_1080P-2b2b,0.15,0.22,0.019,1920,1080,0.203,0.743,1.087,0.0
MusicVideo_1080P-2d1c,0.013999999999999999,0.096,0,1440,1080,2.417,0.545,8.112,0.402
MusicVideo_1080P-34ff,0.08199999999999999,0.094,0.121,1440,1080,1.8119999999999998,0.514,14.935,0.495
MusicVideo_1080P-3a50,0.095,0.152,0.09,1920,1080,0.25,0.49700000000000005,1.605,0.603
MusicVideo_1080P-453f,0.03,0.094,0.079,1920,1080,0.8190000000000001,0.56,13.977,0.013000000000000001
MusicVideo_1080P-4671,0.047,0.1,0.16,1920,1080,1.236,0.6759999999999999,4.379,0.748
MusicVideo_1080P-4b61,0.158,0.094,0,1920,1080,0.48700000000000004,0.494,12.556,1.07
MusicVideo_1080P-5072,0.035,0.094,0,1920,1080,1.953,0.166,0.34600000000000003,0.307
MusicVideo_1080P-55af,0.022000000000000002,0.094,0.141,1920,1080,3.5610000000000004,0.662,17.064,0.868
MusicVideo_1080P-59c4,0.002,0.222,0,1920,1080,2.06,0.305,10.300999999999998,0.5660000000000001
MusicVideo_1080P-5f03,0.046,0.094,0.132,1920,1080,0.325,0.611,0.66,0.011000000000000001
MusicVideo_1080P-6260,0.23600000000000002,0.131,0,1920,1080,1.604,0.7,13.999,0.14
MusicVideo_1080P-65c6,0.21,0.102,0.014,1920,1080,0.154,0.408,0.396,0.183
MusicVideo_1080P-6c1d,0.034,0.212,0,1920,1080,1.551,0.46,10.577,0.124
MusicVideo_1080P-6c88,0.17800000000000002,0.198,0.067,1920,1080,0.332,0.6409999999999999,3.1430000000000002,0.08900000000000001
MusicVideo_1080P-6fb1,0.05,0.094,0.033,1440,1080,1.486,0.638,8.853,0.413
MusicVideo_1080P-7265,0.024,0.094,0.111,1920,1080,0.40299999999999997,0.45799999999999996,1.179,0.078
MusicVideo_1080P-7706,0.16399999999999998,0.099,0.126,1920,1080,0.384,0.698,1.004,1.093
MusicVideo_1080P-7736,0.069,0.095,0,1920,1080,1.3940000000000001,0.33799999999999997,3.386,0.087
MusicVideo_1080P-7f2e,0.0,0.094,0.161,1920,1080,3.0410000000000004,0.623,13.946,0.716
MusicVideo_360P-08cb,0.055,0.107,0.052,640,360,1.016,0.23,3.362,0.138
MusicVideo_360P-17e4,0.028999999999999998,0.122,0.125,640,360,0.85,0.22899999999999998,1.716,0.172
MusicVideo_360P-24b0,0.008,0.094,0.318,640,360,0.8220000000000001,0.22899999999999998,2.392,0.266
MusicVideo_360P-2fcb,0.002,0.094,0.289,640,360,1.3630000000000002,0.09699999999999999,0.742,0.257
MusicVideo_360P-462f,0.001,0.094,0,640,360,1.659,0.021,2.0540000000000003,0.303
MusicVideo_360P-4de7,0.19899999999999998,0.094,0.442,480,360,1.0979999999999999,0.258,2.27,0.161
MusicVideo_360P-5358,0.16899999999999998,0.332,0.12,640,360,0.6459999999999999,0.384,1.745,0.517
MusicVideo_360P-5578,0.043,0.11800000000000001,0.142,480,360,0.664,0.141,2.0140000000000002,0.256
MusicVideo_360P-5699,0.005,0.095,0.159,640,360,0.7859999999999999,0.184,3.424,0.268
MusicVideo_360P-5f07,0.09,0.32,0.089,640,360,0.782,0.461,2.7910000000000004,0.354
MusicVideo_360P-5f8d,0.113,0.096,0.159,640,360,1.153,0.318,2.201,0.4
MusicVideo_360P-648c,0.0,0.1,0.076,640,360,0.153,0.564,0.205,0.898
MusicVideo_360P-7b94,0.228,0.11,0.123,640,360,0.932,0.45799999999999996,2.781,0.45799999999999996
MusicVideo_480P-001f,0.067,0.094,0.161,720,480,1.278,0.478,8.87,0.158
MusicVideo_480P-0448,0.012,0.094,0.063,640,480,2.843,0.021,2.076,0.467
MusicVideo_480P-12fb,0.126,0.226,0.032,640,480,1.5519999999999998,0.198,2.8739999999999997,0.32899999999999996
MusicVideo_480P-184c,0.039,0.11800000000000001,0.021,640,480,0.7879999999999999,0.40399999999999997,2.302,0.157
MusicVideo_480P-1eee,0.004,0.09699999999999999,0,640,480,1.225,0.263,2.539,0.0
MusicVideo_480P-2de0,0.23800000000000002,0.146,0.017,656,480,0.919,0.27,2.246,0.09699999999999999
MusicVideo_480P-3aa2,0.026000000000000002,0.10300000000000001,0.157,854,480,0.32899999999999996,0.43799999999999994,1.2229999999999999,1.274
MusicVideo_480P-3c8b,0.051,0.094,0.109,640,480,2.417,0.508,1.9040000000000001,0.7440000000000001
MusicVideo_480P-41ce,0.11599999999999999,0.09699999999999999,0.281,720,480,0.882,0.45899999999999996,3.074,0.0
MusicVideo_480P-4802,0.057999999999999996,0.15,0.152,854,480,1.1640000000000001,0.18600000000000003,3.6639999999999997,0.077
MusicVideo_480P-483b,0.172,0.247,0.085,720,480,1.119,1.03,6.617999999999999,0.061
MusicVideo_480P-4cc8,0.221,0.106,0.146,854,480,0.523,0.515,0.9159999999999999,0.069
MusicVideo_480P-5461,0.062,0.10400000000000001,0.03,854,480,1.2790000000000001,0.304,10.068,0.237
MusicVideo_480P-5830,0.028999999999999998,0.09699999999999999,0.028,640,480,1.589,0.629,12.749,0.72
MusicVideo_480P-6026,0.0,0.094,1,640,480,1.632,0.604,2.166,0.57
MusicVideo_480P-61ba,0.129,0.449,0.047,720,480,0.938,0.935,2.224,0.087
MusicVideo_480P-66b2,0.12300000000000001,0.10400000000000001,0.104,640,480,0.193,0.247,1.469,0.129
MusicVideo_480P-6fb6,0.0,0.094,0,640,480,0.131,0.18600000000000003,0.722,0.0
MusicVideo_480P-7643,0.002,0.094,0.143,1080,480,1.028,0.18,0.262,0.183
MusicVideo_480P-7955,0.049,0.27699999999999997,0.129,854,480,1.093,0.35600000000000004,8.244,0.37200000000000005
MusicVideo_720P-0355,0.043,0.105,0,1280,720,1.6380000000000001,0.7509999999999999,17.183,0.5660000000000001
MusicVideo_720P-0752,0.048,0.096,0.197,1280,720,1.3840000000000001,0.297,8.585,0.395
MusicVideo_720P-14f0,0.054000000000000006,0.132,0.025,1280,720,0.128,0.22899999999999998,0.158,0.054000000000000006
MusicVideo_720P-2d7d,0.01,0.14,0.103,1280,720,0.5710000000000001,0.366,8.576,0.11699999999999999
MusicVideo_720P-3698,0.07200000000000001,0.11,0.15,1280,720,2.153,0.159,2.759,0.258
MusicVideo_720P-3b11,0.087,0.11599999999999999,0.112,960,720,0.594,0.326,1.442,0.504
MusicVideo_720P-3c4c,0.027999999999999997,0.12,0,1280,720,1.161,0.282,1.985,0.0
MusicVideo_720P-4179,0.14300000000000002,0.107,0,1280,720,0.36700000000000005,0.455,1.0170000000000001,0.45299999999999996
MusicVideo_720P-44c1,0.064,0.111,0.128,1280,720,1.091,0.392,4.417,0.307
MusicVideo_720P-4895,0.19399999999999998,0.095,0.121,1280,720,0.597,0.384,1.2819999999999998,0.365
MusicVideo_720P-4ad2,0.003,0.11599999999999999,0.052,1280,720,0.743,0.256,2.588,0.166
MusicVideo_720P-575d,0.526,0.094,0.17,1280,720,2.335,0.759,12.503,0.578
MusicVideo_720P-5c9c,0.087,0.10300000000000001,0.108,1280,720,0.9279999999999999,0.675,15.602,0.228
MusicVideo_720P-62df,0.07400000000000001,0.094,0.197,1280,720,1.1179999999999999,0.301,0.986,0.084
MusicVideo_720P-734f,0.391,0.094,0.045,1280,720,0.47200000000000003,0.37799999999999995,1.3940000000000001,0.07200000000000001
MusicVideo_720P-7501,0.057,0.094,[NULL],1280,720,1.6869999999999998,0.841,9.262,0.02
MusicVideo_720P-7bcf,0.013000000000000001,0.09699999999999999,0.077,1280,720,0.254,0.5660000000000001,2.2030000000000003,0.0
NewsClip_1080P-00c3,0.075,0.09699999999999999,0.054,1920,1080,1.3630000000000002,0.318,1.785,0.09699999999999999
NewsClip_1080P-02fd,0.129,0.094,0.216,1920,1080,0.6509999999999999,0.555,0.36200000000000004,0.425
NewsClip_1080P-06df,0.099,0.124,0.113,1920,1080,1.0170000000000001,0.21,1.797,0.183
NewsClip_1080P-0abf,0.305,0.094,0.119,1920,1080,1.56,0.604,5.635,0.518
NewsClip_1080P-1db0,0.008,0.094,0,1920,1080,2.263,0.094,1.189,0.193
NewsClip_1080P-22b3,0.059000000000000004,0.094,0.122,1440,1080,1.182,0.53,3.767,0.41
NewsClip_1080P-27fb,0.268,0.094,0.073,1920,1080,1.8730000000000002,0.337,1.639,0.262
NewsClip_1080P-2eb0,0.047,0.6609999999999999,0.08,1920,1080,0.934,0.5479999999999999,2.505,0.183
NewsClip_1080P-3427,0.204,0.098,0,1920,1080,0.889,0.252,4.4910000000000005,0.17600000000000002
NewsClip_1080P-3c7c,0.062,0.094,0,1920,1080,2.083,0.129,2.057,0.19399999999999998
NewsClip_1080P-4241,0.115,0.096,0.108,1920,1080,0.754,0.29100000000000004,4.905,0.532
NewsClip_1080P-48ae,0.019,0.094,0.142,1920,1080,0.7859999999999999,0.17300000000000001,0.431,0.111
NewsClip_1080P-5b53,0.054000000000000006,0.094,0.207,1920,1080,0.927,0.161,0.27899999999999997,0.24600000000000002
NewsClip_1080P-5be1,0.23600000000000002,0.095,0,1920,1080,0.831,0.243,4.9030000000000005,0.18600000000000003
NewsClip_1080P-632e,0.092,0.14400000000000002,0.092,1920,1080,0.914,0.545,5.022,0.311
NewsClip_1080P-67dc,0.062,0.096,0,1920,1080,2.006,0.355,5.893,0.18100000000000002
NewsClip_1080P-7816,0.001,0.499,0.002,1920,1080,0.84,0.27899999999999997,7.782,0.15
NewsClip_360P-0376,0.013000000000000001,0.09699999999999999,0.132,640,360,1.162,0.207,4.811,0.6709999999999999
NewsClip_360P-0c17,0.0,0.34,0.128,480,360,2.35,0.267,0.789,0.426
NewsClip_360P-0ff8,0.0,0.096,0.138,640,360,1.222,0.11900000000000001,7.164,0.537
NewsClip_360P-1093,0.063,0.10400000000000001,0.122,480,360,1.494,0.11800000000000001,1.845,0.177
NewsClip_360P-12fc,0.047,0.102,0.385,480,360,1.315,0.35700000000000004,4.8180000000000005,0.498
NewsClip_360P-1b1c,0.040999999999999995,0.131,0.168,640,360,1.7730000000000001,0.159,3.991,0.19899999999999998
NewsClip_360P-1e1c,0.10800000000000001,0.094,[NULL],480,360,1.656,0.18100000000000002,3.3810000000000002,0.098
NewsClip_360P-1eae,0.04,0.11699999999999999,0,640,360,0.741,0.037000000000000005,0.433,0.74
NewsClip_360P-22ce,0.146,0.099,0.104,480,360,2.492,0.21,14.186,0.1
NewsClip_360P-274e,0.005,0.094,1,480,360,2.4130000000000003,0.34299999999999997,8.297,0.153
NewsClip_360P-2986,0.129,0.192,0.117,640,360,1.151,0.19399999999999998,3.8489999999999998,0.235
NewsClip_360P-2c91,0.085,0.094,0.163,480,320,2.261,0.359,2.25,0.184
NewsClip_360P-311a,0.23600000000000002,0.094,0.247,480,360,1.0190000000000001,0.226,2.349,0.345
NewsClip_360P-3451,0.055999999999999994,0.099,0.038,480,320,1.224,0.361,1.443,0.337
NewsClip_360P-4288,0.18100000000000002,0.094,0,640,352,2.08,0.161,7.559,0.259
NewsClip_360P-439a,0.0,0.094,[NULL],480,320,2.396,0.064,1.7719999999999998,0.268
NewsClip_360P-4417,0.003,0.094,0.262,480,320,2.585,0.19899999999999998,5.959,0.14800000000000002
NewsClip_360P-5052,0.0,0.106,0.139,640,360,1.767,0.268,6.692,0.179
