FILENAME;category;resolution;# subjects;MOS full;MOS chunk00;MOS chunk05;MOS chunk10;std full;std chunk00;std chunk05;std chunk10
Lecture_480P-1ec3;Lecture;480;119;3.186;3;3.012;2.996;0.663;0.674;0.678;0.684
Lecture_480P-2513;Lecture;480;112;1.879;1.903;2.017;1.792;0.613;0.559;0.482;0.575
Lecture_480P-2655;Lecture;480;121;3.261;2.96;2.792;2.569;0.547;0.578;0.522;0.47
Lecture_480P-2ed0;Lecture;480;139;1.453;1.228;1.102;1.139;0.767;0.516;0.262;0.317
Lecture_480P-369f;Lecture;480;138;4.193;4.032;3.865;3.79;0.505;0.438;0.575;0.458
Lecture_480P-3bdc;Lecture;480;114;3.168;2.875;2.952;2.973;0.552;0.612;0.599;0.587
Lecture_480P-41b7;Lecture;480;113;3.328;3.082;3.258;3.161;0.568;0.495;0.531;0.534
Lecture_480P-4272;Lecture;480;119;3.457;3.363;3.284;3.144;0.511;0.5;0.542;0.621
Lecture_480P-42c3;Lecture;480;127;3.451;3.289;3.162;3.411;0.544;0.543;0.64;0.556
Lecture_480P-4bc3;Lecture;480;130;3.93;3.987;3.999;3.928;0.483;0.469;0.414;0.45
Lecture_480P-4c86;Lecture;480;116;3.666;3.692;3.236;3.038;0.437;0.458;0.519;0.583
Lecture_480P-5aee;Lecture;480;124;2.606;2.598;2.557;2.521;0.611;0.509;0.451;0.528
Lecture_480P-5cd7;Lecture;480;116;4.024;3.997;3.772;3.741;0.399;0.513;0.462;0.515
Lecture_480P-5f3a;Lecture;480;120;2.324;2.171;2.162;2.31;0.565;0.471;0.503;0.501
Lecture_480P-6191;Lecture;480;125;3.502;3.22;3.318;3.272;0.526;0.471;0.497;0.509
Lecture_480P-6b1e;Lecture;480;104;3.368;3.096;3.071;3.199;0.576;0.622;0.605;0.613
Lecture_480P-71c0;Lecture;480;125;3.249;3.058;3.175;3.306;0.649;0.588;0.541;0.469
Lecture_480P-71d6;Lecture;480;128;3.275;3.036;3.294;2.968;0.486;0.677;0.541;0.626
Lecture_480P-7205;Lecture;480;126;3.417;3.195;3.231;3.315;0.473;0.5;0.529;0.485
Lecture_480P-73f6;Lecture;480;117;3.256;3.091;2.998;2.975;0.584;0.554;0.623;0.586
Lecture_480P-74cf;Lecture;480;118;3.428;3.132;3.207;3.304;0.463;0.481;0.441;0.464
Lecture_480P-74ea;Lecture;480;126;3.258;3.441;3.489;3.391;0.657;0.524;0.473;0.441
Lecture_480P-7d77;Lecture;480;134;3.598;3.399;3.408;3.484;0.486;0.516;0.481;0.46
Lecture_480P-7e55;Lecture;480;122;3.538;3.448;3.393;3.428;0.565;0.571;0.607;0.518
Lecture_480P-7eec;Lecture;480;121;3.015;2.919;2.93;2.848;0.612;0.649;0.629;0.577
Lecture_720P-003a;Lecture;720;117;3.812;3.864;3.966;3.937;0.459;0.534;0.609;0.529
Lecture_720P-07e0;Lecture;720;130;4.082;4.044;3.826;3.906;0.359;0.404;0.439;0.518
Lecture_720P-094d;Lecture;720;108;3.616;3.488;3.461;3.34;0.492;0.463;0.512;0.465
Lecture_720P-0f64;Lecture;720;132;3.58;3.428;3.255;3.47;0.572;0.558;0.69;0.519
Lecture_720P-1033;Lecture;720;124;3.541;3.439;3.542;3.558;0.491;0.472;0.464;0.511
Lecture_720P-10bc;Lecture;720;120;3.116;3.023;3.049;2.844;0.637;0.555;0.591;0.582
Lecture_720P-11e7;Lecture;720;117;2.569;2.362;2.342;2.409;0.546;0.506;0.474;0.482
Lecture_720P-1e62;Lecture;720;127;3.958;3.752;3.655;3.904;0.511;0.46;0.487;0.482
Lecture_720P-1f22;Lecture;720;132;4.233;4.179;4.113;4.025;0.591;0.605;0.638;0.704
Lecture_720P-2442;Lecture;720;126;3.39;3.361;3.328;3.471;0.463;0.707;0.539;0.512
Lecture_720P-26df;Lecture;720;124;3.581;3.395;3.401;3.244;0.448;0.5;0.471;0.453
Lecture_720P-2b0f;Lecture;720;117;3.852;4.172;4.065;NaN;0.57;0.659;0.669;NaN
Lecture_720P-2f38;Lecture;720;129;3.552;3.381;3.388;3.485;0.547;0.527;0.517;0.478
Lecture_720P-2f8c;Lecture;720;122;3.839;3.819;3.749;3.852;0.44;0.54;0.491;0.469
Lecture_720P-3b7f;Lecture;720;124;4.106;3.893;3.947;3.974;0.361;0.458;0.479;0.467
Lecture_720P-3f9f;Lecture;720;120;3.479;3.385;3.581;3.664;0.508;0.561;0.518;0.479
Lecture_720P-4c87;Lecture;720;129;3.743;3.753;3.885;3.659;0.479;0.527;0.479;0.523
Lecture_720P-50b9;Lecture;720;112;3.579;3.405;3.291;3.393;0.468;0.465;0.6;0.508
Lecture_720P-5120;Lecture;720;144;4.295;4.342;4.153;4.166;0.457;0.462;0.594;0.38
Lecture_720P-53a1;Lecture;720;117;3.586;3.558;3.631;3.53;0.474;0.524;0.566;0.51
Lecture_720P-5725;Lecture;720;130;4.262;4.332;4.19;4.352;0.468;0.459;0.615;0.514
Lecture_720P-5c7e;Lecture;720;122;3.846;3.695;3.708;3.686;0.528;0.465;0.505;0.473
Lecture_720P-6016;Lecture;720;115;3.043;2.796;2.956;3.014;0.623;0.51;0.587;0.571
Lecture_720P-6951;Lecture;720;106;4.163;3.833;3.856;3.793;0.552;0.514;0.511;0.519
Lecture_720P-7189;Lecture;720;137;3.869;4.05;4.041;3.964;0.465;0.382;0.408;0.521
Lecture_720P-7dcf;Lecture;720;103;3.772;3.714;3.73;3.767;0.426;0.507;0.471;0.515
Lecture_720P-7e40;Lecture;720;115;4.246;4.198;4.197;4.406;0.56;0.627;0.693;0.432
LiveMusic_1080P-14af;LiveMusic;1080;139;4.45;4.458;4.542;4.608;0.423;0.478;0.409;0.358
LiveMusic_1080P-157b;LiveMusic;1080;122;4.36;4.414;4.181;4.183;0.43;0.5;0.637;0.62
LiveMusic_1080P-1ace;LiveMusic;1080;118;4.162;4.261;4.312;4.104;0.562;0.585;0.477;0.399
LiveMusic_1080P-21dd;LiveMusic;1080;117;3.819;3.902;3.693;3.815;0.488;0.538;0.487;0.549
LiveMusic_1080P-28fe;LiveMusic;1080;112;3.693;3.651;3.713;3.824;0.469;0.412;0.476;0.496
LiveMusic_1080P-2930;LiveMusic;1080;129;3.776;3.749;3.927;4.144;0.479;0.469;0.569;0.607
LiveMusic_1080P-2b7a;LiveMusic;1080;120;3.954;3.989;4.049;3.942;0.488;0.519;0.499;0.567
LiveMusic_1080P-2f7f;LiveMusic;1080;126;3.326;3.366;3.011;3.035;0.737;0.748;0.803;0.736
LiveMusic_1080P-3549;LiveMusic;1080;134;3.906;3.874;3.899;4.062;0.537;0.483;0.476;0.454
LiveMusic_1080P-3e1a;LiveMusic;1080;125;3.248;3.337;3.356;3.163;0.516;0.491;0.502;0.601
LiveMusic_1080P-3f95;LiveMusic;1080;104;4.05;4.274;4.281;4.142;0.45;0.457;0.477;0.57
LiveMusic_1080P-48d5;LiveMusic;1080;128;4.403;4.331;4.135;4.272;0.46;0.466;0.623;0.557
LiveMusic_1080P-514e;LiveMusic;1080;118;3.71;3.682;3.642;3.702;0.676;0.782;0.846;0.832
LiveMusic_1080P-51f6;LiveMusic;1080;126;3.819;3.827;3.857;3.881;0.496;0.501;0.463;0.486
LiveMusic_1080P-541f;LiveMusic;1080;133;4.174;4.086;3.982;4.087;0.561;0.512;0.475;0.599
LiveMusic_1080P-59b3;LiveMusic;1080;124;3.443;3.894;3.475;3.345;0.519;0.661;0.552;0.497
LiveMusic_1080P-6b1c;LiveMusic;1080;144;4.255;4.394;4.212;4.19;0.584;0.463;0.554;0.588
LiveMusic_1080P-6bbe;LiveMusic;1080;128;4.329;4.305;4.392;4.425;0.446;0.616;0.549;0.503
LiveMusic_1080P-6d1a;LiveMusic;1080;122;3.78;3.642;3.577;3.628;0.495;0.506;0.499;0.508
LiveMusic_1080P-6fe2;LiveMusic;1080;124;3.281;3.079;3.141;3.027;0.562;0.621;0.644;0.6
LiveMusic_1080P-77e8;LiveMusic;1080;112;3.346;2.427;2.016;2.88;0.708;0.935;0.932;0.727
LiveMusic_1080P-7948;LiveMusic;1080;126;3.838;3.685;3.676;3.841;0.509;0.593;0.535;0.488
LiveMusic_1080P-7ead;LiveMusic;1080;109;3.559;3.413;3.353;3.353;0.431;0.579;0.592;0.508
LiveMusic_360P-121f;LiveMusic;360;121;3.43;3.401;3.555;3.6;0.509;0.508;0.428;0.424
LiveMusic_360P-1d94;LiveMusic;360;122;3.028;3.035;2.961;2.853;0.622;0.613;0.582;0.572
LiveMusic_360P-22c5;LiveMusic;360;130;3.231;3.248;3.234;3.187;0.5;0.499;0.544;0.52
LiveMusic_360P-2508;LiveMusic;360;126;3.004;3.015;2.91;3.015;0.623;0.625;0.598;0.582
LiveMusic_360P-265c;LiveMusic;360;114;2.339;1.835;1.861;1.911;0.588;0.594;0.628;0.641
LiveMusic_360P-2b0f;LiveMusic;360;127;3.401;3.281;3.258;3.083;0.444;0.466;0.495;0.589
LiveMusic_360P-3979;LiveMusic;360;132;1.838;1.42;1.433;1.898;0.718;0.521;0.541;0.692
LiveMusic_360P-3b96;LiveMusic;360;132;2.358;1.887;1.881;1.852;0.977;0.704;0.68;0.69
LiveMusic_360P-3be0;LiveMusic;360;123;1.72;1.795;1.556;1.487;0.579;0.6;0.56;0.585
LiveMusic_360P-405c;LiveMusic;360;111;3.453;3.32;3.136;2.812;0.421;0.468;0.511;0.524
LiveMusic_360P-48d5;LiveMusic;360;138;3.325;3.134;3.532;3.46;0.457;0.619;0.479;0.468
LiveMusic_360P-5281;LiveMusic;360;124;3.596;3.461;3.587;3.527;0.454;0.468;0.494;0.422
LiveMusic_360P-54d0;LiveMusic;360;115;3.559;3.542;3.556;3.67;0.461;0.438;0.51;0.438
LiveMusic_360P-5b57;LiveMusic;360;118;2.773;2.754;2.713;2.679;0.583;0.514;0.487;0.527
LiveMusic_360P-6266;LiveMusic;360;121;3.383;3.273;3.268;3.462;0.506;0.553;0.478;0.47
LiveMusic_360P-6640;LiveMusic;360;128;3.11;2.813;3.041;2.8;0.525;0.645;0.554;0.648
LiveMusic_360P-6a65;LiveMusic;360;113;2.427;2.372;2.21;1.939;0.586;0.543;0.504;0.54
LiveMusic_360P-6f93;LiveMusic;360;109;2.562;2.436;2.467;2.442;0.557;0.435;0.45;0.467
LiveMusic_360P-7483;LiveMusic;360;140;3.063;2.942;2.909;3.022;0.601;0.597;0.572;0.601
LiveMusic_360P-7e1c;LiveMusic;360;126;2.88;2.568;2.694;2.724;0.617;0.517;0.513;0.555
LiveMusic_480P-0638;LiveMusic;480;135;2.909;2.855;2.804;2.611;0.639;0.675;0.618;0.504
LiveMusic_480P-1a91;LiveMusic;480;120;3.173;2.971;3.195;3.124;0.603;0.639;0.517;0.51
LiveMusic_480P-2019;LiveMusic;480;125;3.631;3.57;3.456;3.397;0.554;0.529;0.471;0.487
LiveMusic_480P-2a5e;LiveMusic;480;121;3.089;3.043;2.967;2.99;0.608;0.522;0.544;0.598
LiveMusic_480P-331a;LiveMusic;480;116;2.441;2.121;1.823;1.948;0.592;0.479;0.536;0.475
LiveMusic_480P-34be;LiveMusic;480;121;3.689;3.68;3.661;3.745;0.497;0.433;0.482;0.517
LiveMusic_480P-38f3;LiveMusic;480;121;2.973;2.864;2.886;2.878;0.601;0.608;0.647;0.585
LiveMusic_480P-3d03;LiveMusic;480;119;2.729;2.726;2.734;2.01;0.757;0.682;0.505;0.81
LiveMusic_480P-427e;LiveMusic;480;126;2.454;1.97;2.191;1.981;0.738;0.646;0.589;0.621
LiveMusic_480P-459c;LiveMusic;480;107;2.755;2.646;2.588;2.611;0.652;0.47;0.513;0.5
LiveMusic_480P-474a;LiveMusic;480;134;1.491;1.208;1.346;1.394;0.733;0.329;0.415;0.448
LiveMusic_480P-4c3a;LiveMusic;480;130;2.907;2.504;2.639;2.73;0.6;0.397;0.474;0.495
LiveMusic_480P-4f88;LiveMusic;480;133;3.267;3.166;3.11;3;0.653;0.542;0.598;0.625
LiveMusic_480P-559d;LiveMusic;480;124;3.695;4.08;3.735;3.518;0.484;0.67;0.622;0.514
LiveMusic_480P-58fb;LiveMusic;480;121;3.502;3.359;3.272;3.391;0.456;0.517;0.57;0.442
LiveMusic_480P-61ef;LiveMusic;480;132;3.153;3.159;2.97;2.83;0.602;0.497;0.564;0.534
LiveMusic_480P-636e;LiveMusic;480;131;2.178;1.837;1.909;2.231;0.855;0.633;0.623;0.582
LiveMusic_480P-6542;LiveMusic;480;119;3.249;3.21;3.228;3.079;0.47;0.501;0.445;0.56
LiveMusic_480P-65ca;LiveMusic;480;122;3.691;3.578;3.531;3.52;0.436;0.533;0.588;0.498
LiveMusic_720P-0cd5;LiveMusic;720;109;4.042;4.248;4.078;4.076;0.449;0.506;0.601;0.581
LiveMusic_720P-0d9f;LiveMusic;720;108;3.319;3.063;3.257;3.235;0.476;0.678;0.572;0.655
LiveMusic_720P-2620;LiveMusic;720;121;3.721;3.479;3.434;3.483;0.65;0.459;0.491;0.457
LiveMusic_720P-267b;LiveMusic;720;116;3.525;3.391;3.411;3.058;0.508;0.468;0.507;0.596
LiveMusic_720P-289b;LiveMusic;720;151;2.436;2.101;2.05;2.233;1.002;0.8;0.818;0.966
LiveMusic_720P-3320;LiveMusic;720;113;3.45;3.142;3.116;2.783;0.572;0.548;0.639;0.561
LiveMusic_720P-364b;LiveMusic;720;114;4.08;4.218;4.208;4.084;0.418;0.424;0.389;0.431
LiveMusic_720P-4ae2;LiveMusic;720;110;3.285;3.232;3.175;3.325;0.405;0.46;0.532;0.418
LiveMusic_720P-58db;LiveMusic;720;124;4.382;4.315;4.218;4.127;0.421;0.455;0.479;0.525
LiveMusic_720P-6343;LiveMusic;720;115;3.304;3.213;3.184;3.093;0.554;0.532;0.55;0.567
LiveMusic_720P-6452;LiveMusic;720;123;3.098;2.911;2.957;2.972;0.631;0.65;0.583;0.573
LiveMusic_720P-653e;LiveMusic;720;117;3.112;2.939;3.088;3.218;0.613;0.768;0.588;0.508
LiveMusic_720P-65f6;LiveMusic;720;116;4.019;3.811;3.896;3.837;0.39;0.49;0.454;0.513
LiveMusic_720P-66df;LiveMusic;720;117;4.592;4.579;4.656;4.553;0.412;0.41;0.39;0.402
LiveMusic_720P-71c5;LiveMusic;720;125;3.605;3.351;3.577;3.661;0.518;0.558;0.477;0.506
LyricVideo_1080P-0075;LyricVideo;1080;109;2.814;2.742;2.493;2.141;1.145;1.18;1.199;1.031
LyricVideo_1080P-0625;LyricVideo;1080;135;4.3;4.43;4.377;4.401;0.607;0.485;0.481;0.496
LyricVideo_1080P-11f0;LyricVideo;1080;123;2.698;2.546;2.741;2.923;0.711;0.602;0.557;0.69
LyricVideo_1080P-12af;LyricVideo;1080;139;4.244;4.463;4.084;4.051;0.644;0.504;0.524;0.627
LyricVideo_1080P-16b6;LyricVideo;1080;152;4.381;4.438;4.386;4.367;0.491;0.475;0.502;0.458
LyricVideo_1080P-1b04;LyricVideo;1080;134;3.803;3.786;3.655;3.779;0.546;0.503;0.5;0.433
LyricVideo_1080P-1d75;LyricVideo;1080;140;4.299;4.282;4.262;4.222;0.63;0.601;0.616;0.577
LyricVideo_1080P-23db;LyricVideo;1080;141;2.308;1.734;2.102;2.668;0.935;0.671;0.807;0.78
LyricVideo_1080P-28e8;LyricVideo;1080;120;3.268;3.056;2.163;2.39;0.676;0.926;1.022;1.091
LyricVideo_1080P-2946;LyricVideo;1080;136;4.177;3.949;4.09;4.086;0.609;0.509;0.59;0.587
LyricVideo_1080P-3803;LyricVideo;1080;113;3.95;4.025;4.059;4.102;0.577;0.634;0.693;0.579
LyricVideo_1080P-3b60;LyricVideo;1080;119;3.955;3.792;3.841;3.829;0.479;0.567;0.54;0.536
LyricVideo_1080P-41ee;LyricVideo;1080;136;4.071;3.878;3.768;4.121;0.603;0.607;0.607;0.62
LyricVideo_1080P-4b40;LyricVideo;1080;121;3.636;3.484;3.241;3.151;0.506;0.776;0.667;0.659
LyricVideo_1080P-5461;LyricVideo;1080;121;4.031;3.809;3.897;3.753;0.635;0.518;0.403;0.454
LyricVideo_1080P-584f;LyricVideo;1080;123;3.188;1.91;3.075;4.234;0.68;0.824;0.674;0.646
LyricVideo_1080P-5a1f;LyricVideo;1080;122;4.014;4.071;4.074;3.748;0.506;0.648;0.634;0.565
LyricVideo_1080P-63d4;LyricVideo;1080;140;4.221;4.194;4.161;4.063;0.618;0.638;0.673;0.675
LyricVideo_1080P-63d9;LyricVideo;1080;114;3.512;3.546;3.668;3.317;0.632;0.523;0.518;0.659
LyricVideo_1080P-725e;LyricVideo;1080;149;4.399;4.442;4.367;4.262;0.491;0.483;0.575;0.613
LyricVideo_1080P-756a;LyricVideo;1080;127;4.228;4.269;4.263;4.182;0.481;0.663;0.62;0.617
LyricVideo_360P-0ac7;LyricVideo;360;111;2.964;2.945;2.783;2.745;0.625;0.644;0.567;0.524
LyricVideo_360P-11eb;LyricVideo;360;115;3.339;3.412;3.3;3.224;0.517;0.504;0.616;0.548
LyricVideo_360P-17ce;LyricVideo;360;125;2.83;2.523;2.395;2.621;0.705;0.595;0.505;0.558
LyricVideo_360P-3afc;LyricVideo;360;120;2.685;2.499;2.914;2.851;0.56;0.626;0.666;0.637
LyricVideo_360P-5868;LyricVideo;360;116;3.107;2.469;2.95;3.265;0.699;0.827;0.697;0.644
LyricVideo_360P-597b;LyricVideo;360;111;3.05;3.522;3.439;3.285;0.617;0.528;0.411;0.468
LyricVideo_360P-5b54;LyricVideo;360;126;3.069;3.129;2.945;2.776;0.667;0.615;0.596;0.583
LyricVideo_360P-5e87;LyricVideo;360;132;2.999;2.873;2.965;2.985;0.637;0.598;0.585;0.614
LyricVideo_360P-64fb;LyricVideo;360;130;3.092;2.904;3.029;3.027;0.624;0.607;0.59;0.719
LyricVideo_360P-7fb1;LyricVideo;360;114;3.568;3.422;3.507;3.506;0.563;0.595;0.563;0.565
LyricVideo_480P-0722;LyricVideo;480;114;2.619;2.508;2.55;2.418;0.612;0.536;0.612;0.559
LyricVideo_480P-0a5b;LyricVideo;480;109;3.247;3.043;3.192;3.057;0.544;0.619;0.521;0.609
LyricVideo_480P-0f72;LyricVideo;480;129;2.064;2.071;1.839;2.101;0.695;0.506;0.587;0.498
LyricVideo_480P-1484;LyricVideo;480;113;3.145;3.705;3.643;2.349;0.67;0.536;0.622;0.941
LyricVideo_480P-1533;LyricVideo;480;127;3.031;3.036;3.077;3.316;0.63;0.653;0.678;0.561
LyricVideo_480P-1ea4;LyricVideo;480;125;3.622;3.657;3.363;3.295;0.459;0.479;0.496;0.493
LyricVideo_480P-200a;LyricVideo;480;121;3.063;3.142;2.914;2.87;0.678;0.673;0.63;0.642
LyricVideo_480P-2c50;LyricVideo;480;129;2.985;2.733;2.779;2.899;0.696;0.599;0.634;0.578
LyricVideo_480P-3b2c;LyricVideo;480;123;3.472;3.163;3.205;3.243;0.535;0.656;0.671;0.551
LyricVideo_480P-3ccf;LyricVideo;480;105;2.639;2.465;2.494;2.342;0.645;0.463;0.596;0.513
LyricVideo_480P-4346;LyricVideo;480;129;3.193;2.005;3.181;3.438;0.616;0.699;0.491;0.45
LyricVideo_480P-51e4;LyricVideo;480;129;3.179;3.076;3.075;3.086;0.573;0.668;0.624;0.632
LyricVideo_480P-5c17;LyricVideo;480;123;3.344;3.448;3.282;2.753;0.5;0.737;0.7;0.736
LyricVideo_480P-6385;LyricVideo;480;109;2.535;2.385;2.342;2.422;0.664;0.526;0.609;0.674
LyricVideo_480P-6f34;LyricVideo;480;111;3.661;3.691;3.672;3.589;0.477;0.579;0.67;0.567
LyricVideo_480P-6fca;LyricVideo;480;137;2.572;2.329;2.285;2.131;0.754;0.502;0.515;0.567
LyricVideo_480P-7919;LyricVideo;480;107;2.508;2.452;2.51;2.54;0.514;0.531;0.498;0.561
LyricVideo_720P-068d;LyricVideo;720;123;3.825;4.041;3.975;4.084;0.577;0.676;0.683;0.618
LyricVideo_720P-081c;LyricVideo;720;136;4.19;4.124;3.835;3.858;0.558;0.601;0.593;0.553
LyricVideo_720P-0940;LyricVideo;720;118;3.045;3.217;2.97;2.988;0.631;0.557;0.62;0.611
LyricVideo_720P-09ed;LyricVideo;720;129;3.026;2.762;3.176;3.907;0.762;0.733;0.701;0.658
LyricVideo_720P-0ae4;LyricVideo;720;121;3.717;3.463;3.6;3.587;0.479;0.584;0.514;0.503
LyricVideo_720P-1c89;LyricVideo;720;140;3.93;3.88;4.014;3.935;0.517;0.583;0.592;0.53
LyricVideo_720P-2d24;LyricVideo;720;131;4.199;4.064;4.045;3.981;0.672;0.684;0.674;0.743
LyricVideo_720P-2f12;LyricVideo;720;130;3.956;4.052;4.141;4.08;0.518;0.599;0.599;0.633
LyricVideo_720P-36fb;LyricVideo;720;122;3.839;3.871;3.82;3.752;0.512;0.483;0.539;0.534
LyricVideo_720P-38ee;LyricVideo;720;151;4.088;3.916;3.958;3.895;0.583;0.508;0.558;0.528
LyricVideo_720P-4253;LyricVideo;720;137;4.066;3.777;3.816;3.805;0.656;0.535;0.545;0.652
LyricVideo_720P-47a9;LyricVideo;720;112;2.816;2.247;2.161;2.714;0.852;0.977;0.85;0.818
LyricVideo_720P-59ed;LyricVideo;720;135;4.315;4.361;4.371;4.326;0.522;0.496;0.529;0.551
LyricVideo_720P-5d3a;LyricVideo;720;127;3.939;4.266;4.298;4.366;0.513;0.479;0.595;0.447
LyricVideo_720P-63c3;LyricVideo;720;137;4.315;4.189;4.181;4.183;0.551;0.597;0.637;0.554
LyricVideo_720P-6f0c;LyricVideo;720;116;2.803;2.379;2.476;2.637;0.734;0.618;0.616;0.707
LyricVideo_720P-6fc9;LyricVideo;720;124;2.671;2.293;2.369;2.377;0.568;0.446;0.481;0.415
LyricVideo_720P-7003;LyricVideo;720;110;3.615;3.582;3.508;3.668;0.545;0.577;0.602;0.475
LyricVideo_720P-739a;LyricVideo;720;125;2.877;2.6;2.392;2.535;0.708;0.788;0.594;0.573
LyricVideo_720P-74a0;LyricVideo;720;136;4.415;4.252;4.203;4.206;0.425;0.56;0.602;0.513
LyricVideo_720P-7f44;LyricVideo;720;142;4.196;4.138;4.201;4.282;0.574;0.693;0.613;0.61
MusicVideo_1080P-04b6;MusicVideo;1080;129;4.288;4.147;4.164;4.057;0.464;0.429;0.391;0.467
MusicVideo_1080P-0706;MusicVideo;1080;130;4.084;3.974;3.852;3.801;0.617;0.722;0.686;0.48
MusicVideo_1080P-0860;MusicVideo;1080;128;3.963;4.022;3.993;4.125;0.542;0.513;0.537;0.403
MusicVideo_1080P-106d;MusicVideo;1080;112;3.259;3.408;3.011;2.884;0.727;0.561;0.647;0.612
MusicVideo_1080P-16e6;MusicVideo;1080;139;4.349;4.475;4.543;4.604;0.572;0.483;0.499;0.416
MusicVideo_1080P-18f5;MusicVideo;1080;116;3.829;3.745;3.295;3.779;0.563;0.505;0.696;0.609
MusicVideo_1080P-1a53;MusicVideo;1080;124;3.577;3.204;3.093;3.216;0.574;0.784;0.748;0.781
MusicVideo_1080P-24f5;MusicVideo;1080;144;4.283;4.375;4.332;4.346;0.478;0.513;0.478;0.487
MusicVideo_1080P-2b2b;MusicVideo;1080;136;4.436;4.556;4.617;4.546;0.445;0.413;0.379;0.4
MusicVideo_1080P-2d1c;MusicVideo;1080;108;3.616;3.459;3.623;3.71;0.506;0.559;0.508;0.484
MusicVideo_1080P-34ff;MusicVideo;1080;118;3.658;3.474;3.452;3.308;0.505;0.508;0.498;0.515
MusicVideo_1080P-3a50;MusicVideo;1080;119;3.69;3.437;3.31;3.47;0.564;0.598;0.768;0.614
MusicVideo_1080P-453f;MusicVideo;1080;133;4.372;4.622;4.568;4.481;0.59;0.436;0.455;0.508
MusicVideo_1080P-4671;MusicVideo;1080;129;3.083;3.003;2.969;3.356;0.661;0.597;0.562;0.535
MusicVideo_1080P-4b61;MusicVideo;1080;117;3.885;3.83;3.735;3.862;0.59;0.647;0.62;0.499
MusicVideo_1080P-5072;MusicVideo;1080;144;4.19;4.174;4.021;4.08;0.594;0.583;0.503;0.53
MusicVideo_1080P-55af;MusicVideo;1080;122;3.748;3.702;3.796;3.911;0.523;0.477;0.427;0.514
MusicVideo_1080P-59c4;MusicVideo;1080;123;3.529;3.286;3.386;3.362;0.585;0.704;0.737;0.728
MusicVideo_1080P-5f03;MusicVideo;1080;116;3.265;3.151;2.954;2.555;0.67;0.675;0.684;0.788
MusicVideo_1080P-6260;MusicVideo;1080;110;3.042;2.397;1.876;2.842;0.66;0.664;0.707;0.742
MusicVideo_1080P-65c6;MusicVideo;1080;107;4.066;3.984;4.286;3.977;0.407;0.538;0.547;0.545
MusicVideo_1080P-6c1d;MusicVideo;1080;142;4.323;4.345;4.388;4.315;0.512;0.565;0.447;0.474
MusicVideo_1080P-6c88;MusicVideo;1080;110;3.318;2.991;2.933;2.756;0.516;0.586;0.656;0.595
MusicVideo_1080P-6fb1;MusicVideo;1080;116;3.492;3.452;3.623;3.748;0.533;0.537;0.526;0.528
MusicVideo_1080P-7265;MusicVideo;1080;115;3.566;3.577;3.51;3.007;0.516;0.548;0.594;0.826
MusicVideo_1080P-7706;MusicVideo;1080;126;2.925;2.845;2.947;2.826;0.774;0.633;0.703;0.84
MusicVideo_1080P-7736;MusicVideo;1080;135;4.371;4.569;4.448;4.578;0.551;0.389;0.458;0.421
MusicVideo_1080P-7f2e;MusicVideo;1080;109;3.75;3.757;3.578;3.526;0.576;0.748;0.729;0.628
MusicVideo_360P-08cb;MusicVideo;360;126;3.401;3.307;3.135;2.926;0.584;0.446;0.589;0.628
MusicVideo_360P-17e4;MusicVideo;360;123;3.233;3.255;3.08;3.127;0.635;0.562;0.637;0.625
MusicVideo_360P-24b0;MusicVideo;360;113;3.512;3.173;2.879;3.324;0.539;0.701;0.744;0.532
MusicVideo_360P-2a75;MusicVideo;360;123;2.754;2.838;2.912;2.93;0.759;0.603;0.613;0.667
MusicVideo_360P-2fcb;MusicVideo;360;128;3.619;3.683;3.602;3.693;0.51;0.457;0.436;0.457
MusicVideo_360P-462f;MusicVideo;360;116;3.51;3.569;3.282;3.019;0.487;0.644;0.578;0.65
MusicVideo_360P-4de7;MusicVideo;360;127;2.968;2.901;2.782;2.81;0.589;0.505;0.517;0.548
MusicVideo_360P-5358;MusicVideo;360;125;3.069;2.63;2.88;2.909;0.612;0.524;0.667;0.609
MusicVideo_360P-5578;MusicVideo;360;120;2.873;2.646;2.45;2.511;0.665;0.536;0.532;0.499
MusicVideo_360P-5699;MusicVideo;360;116;3.776;3.644;3.669;3.585;0.422;0.481;0.496;0.502
MusicVideo_360P-5f07;MusicVideo;360;120;2.921;2.636;2.788;2.746;0.629;0.487;0.462;0.484
MusicVideo_360P-5f8d;MusicVideo;360;103;2.437;2.202;2.374;2.1;0.574;0.556;0.59;0.533
MusicVideo_360P-648c;MusicVideo;360;115;3.272;2.952;2.82;2.754;0.68;0.713;0.807;0.875
MusicVideo_360P-7b94;MusicVideo;360;107;2.44;2.006;2.087;2.249;0.524;0.63;0.507;0.646
MusicVideo_480P-001f;MusicVideo;480;119;3.377;3.253;3.05;3.31;0.469;0.576;0.522;0.493
MusicVideo_480P-0448;MusicVideo;480;107;3.453;3.437;3.135;3.097;0.523;0.553;0.602;0.609
MusicVideo_480P-12fb;MusicVideo;480;115;3.059;3.16;3.198;3.117;0.611;0.515;0.483;0.602
MusicVideo_480P-184c;MusicVideo;480;113;3.726;3.724;3.778;3.665;0.478;0.421;0.449;0.408
MusicVideo_480P-1eee;MusicVideo;480;132;3.061;2.809;3.002;3.115;0.587;0.525;0.588;0.553
MusicVideo_480P-2de0;MusicVideo;480;137;3.47;3.2;3.27;3.324;0.525;0.646;0.469;0.515
