FILENAME,category,resolution,# subjects,MOS full,MOS chunk00,MOS chunk05,MOS chunk10,std full,std chunk00,std chunk05,std chunk10,SLEEQ_DMOS,BANDING_DMOS,NOISE_DMOS,WIDTH,HEIGHT,SPATIAL_COMPLEXITY,TEMPORAL_COMPLEXITY,CHUNK_COMPLEXITY_VARIATION,COLOR_COMPLEXITY
LyricVideo_1080P-5461,LyricVideo,1080,121,4.031000000000001,3.8089999999999997,3.897,3.753,0.635,0.518,0.40299999999999997,0.45399999999999996,0.11599999999999999,0.139,0.018,1920.0,1080.0,0.26899999999999996,0.486,2.017,0.191
LyricVideo_1080P-584f,LyricVideo,1080,123,3.188,1.91,3.075,4.234,0.68,0.8240000000000001,0.674,0.6459999999999999,0.099,0.094,[NULL],1920.0,1080.0,2.489,0.21,7.818,0.175
LyricVideo_1080P-5a1f,LyricVideo,1080,122,4.013999999999999,4.071000000000001,4.074,3.748,0.506,0.648,0.634,0.565,0.0,0.504,0.084,1920.0,1080.0,0.17,0.36200000000000004,0.8029999999999999,0.08800000000000001
LyricVideo_1080P-63d4,LyricVideo,1080,140,4.221,4.194,4.1610000000000005,4.063,0.618,0.638,0.6729999999999999,0.675,0.0,0.094,0,1920.0,1080.0,0.040999999999999995,0.40299999999999997,0.207,0.0
LyricVideo_1080P-63d9,LyricVideo,1080,114,3.512,3.5460000000000003,3.668,3.3169999999999997,0.632,0.523,0.518,0.659,0.175,0.18899999999999997,0.121,1440.0,1080.0,1.463,0.141,0.708,0.14800000000000002
LyricVideo_1080P-725e,LyricVideo,1080,149,4.399,4.442,4.367,4.262,0.491,0.483,0.575,0.613,0.0,0.51,0.006,1920.0,1080.0,0.5539999999999999,0.126,0.47700000000000004,0.97
LyricVideo_1080P-756a,LyricVideo,1080,127,4.228,4.269,4.263,4.1819999999999995,0.48100000000000004,0.6629999999999999,0.62,0.617,0.006,0.094,0,1920.0,1080.0,1.251,0.044000000000000004,0.853,0.096
LyricVideo_360P-0ac7,LyricVideo,360,111,2.964,2.945,2.783,2.745,0.625,0.644,0.5670000000000001,0.524,0.0,0.096,0.124,480.0,360.0,1.6130000000000002,0.24100000000000002,4.452,0.0
LyricVideo_360P-11eb,LyricVideo,360,115,3.339,3.412,3.3,3.2239999999999998,0.517,0.504,0.616,0.5479999999999999,,,,,,,,,
LyricVideo_360P-17ce,LyricVideo,360,125,2.83,2.523,2.395,2.6210000000000004,0.705,0.595,0.505,0.5579999999999999,0.312,0.124,0.151,480.0,360.0,0.752,0.147,1.442,0.17300000000000001
LyricVideo_360P-3afc,LyricVideo,360,120,2.685,2.499,2.9139999999999997,2.8510000000000004,0.56,0.626,0.6659999999999999,0.637,0.035,0.094,0,480.0,360.0,1.564,0.001,0.917,0.077
LyricVideo_360P-5868,LyricVideo,360,116,3.1069999999999998,2.469,2.95,3.265,0.6990000000000001,0.8270000000000001,0.6970000000000001,0.644,0.04,0.139,0,640.0,360.0,0.381,0.061,0.705,0.177
LyricVideo_360P-597b,LyricVideo,360,111,3.05,3.522,3.4389999999999996,3.285,0.617,0.528,0.41100000000000003,0.46799999999999997,,,,,,,,,
LyricVideo_360P-5b54,LyricVideo,360,126,3.069,3.1289999999999996,2.945,2.7760000000000002,0.667,0.615,0.596,0.583,0.18100000000000002,0.098,[NULL],640.0,360.0,1.9080000000000001,0.025,2.048,0.162
LyricVideo_360P-5e87,LyricVideo,360,132,2.9989999999999997,2.873,2.965,2.985,0.637,0.598,0.585,0.614,0.0,0.138,0.114,640.0,360.0,1.245,0.006,0.252,0.105
LyricVideo_360P-64fb,LyricVideo,360,130,3.092,2.904,3.029,3.0269999999999997,0.624,0.607,0.59,0.7190000000000001,,,,,,,,,
LyricVideo_360P-7fb1,LyricVideo,360,114,3.568,3.4219999999999997,3.5069999999999997,3.5060000000000002,0.563,0.595,0.563,0.565,0.0,0.094,0,640.0,360.0,0.44799999999999995,0.009000000000000001,0.259,0.982
LyricVideo_480P-0722,LyricVideo,480,114,2.6189999999999998,2.508,2.55,2.418,0.612,0.536,0.612,0.5589999999999999,0.601,0.094,0.152,640.0,480.0,2.77,0.541,0.579,0.098
LyricVideo_480P-0a5b,LyricVideo,480,109,3.247,3.043,3.1919999999999997,3.057,0.544,0.619,0.521,0.609,0.0,0.094,0.077,640.0,480.0,1.8330000000000002,0.006999999999999999,0.5529999999999999,0.0
LyricVideo_480P-0f72,LyricVideo,480,129,2.064,2.0709999999999997,1.839,2.101,0.695,0.506,0.5870000000000001,0.498,0.312,0.094,0.17,848.0,480.0,2.169,0.408,20.395,0.287
LyricVideo_480P-1484,LyricVideo,480,113,3.145,3.705,3.6430000000000002,2.349,0.67,0.536,0.622,0.941,0.0,0.121,0,854.0,480.0,0.665,0.602,15.219000000000001,0.359
LyricVideo_480P-1533,LyricVideo,480,127,3.031,3.036,3.077,3.3160000000000003,0.63,0.653,0.6779999999999999,0.561,,,,,,,,,
LyricVideo_480P-1ea4,LyricVideo,480,125,3.622,3.657,3.363,3.295,0.45899999999999996,0.479,0.496,0.493,,,,,,,,,
LyricVideo_480P-200a,LyricVideo,480,121,3.063,3.142,2.9139999999999997,2.87,0.6779999999999999,0.6729999999999999,0.63,0.642,0.0,0.096,0,640.0,480.0,0.757,0.01,1.5490000000000002,0.7609999999999999
LyricVideo_480P-2c50,LyricVideo,480,129,2.985,2.733,2.779,2.8989999999999996,0.696,0.599,0.634,0.578,0.0,0.094,0,640.0,480.0,3.138,0.039,1.061,0.569
LyricVideo_480P-3b2c,LyricVideo,480,123,3.472,3.1630000000000003,3.205,3.2430000000000003,0.535,0.6559999999999999,0.6709999999999999,0.551,0.272,0.095,0.187,720.0,480.0,2.763,0.27699999999999997,7.601,0.726
LyricVideo_480P-3ccf,LyricVideo,480,105,2.639,2.465,2.494,2.342,0.645,0.46299999999999997,0.596,0.513,0.0,0.094,1,640.0,480.0,1.743,0.349,0.491,0.225
LyricVideo_480P-4346,LyricVideo,480,129,3.193,2.005,3.181,3.438,0.616,0.6990000000000001,0.491,0.45,0.046,0.45,0.113,854.0,480.0,0.43700000000000006,0.33899999999999997,3.305,0.0
LyricVideo_480P-51e4,LyricVideo,480,129,3.179,3.076,3.075,3.0860000000000003,0.573,0.6679999999999999,0.624,0.632,0.001,0.094,1,640.0,480.0,1.251,0.805,1.526,1.0070000000000001
LyricVideo_480P-5c17,LyricVideo,480,123,3.344,3.448,3.282,2.753,0.5,0.737,0.7,0.736,0.11599999999999999,0.266,0,640.0,480.0,1.284,0.091,9.177,0.828
LyricVideo_480P-6385,LyricVideo,480,109,2.535,2.385,2.342,2.4219999999999997,0.664,0.526,0.609,0.674,0.5379999999999999,0.094,0.159,640.0,480.0,2.5580000000000003,0.602,0.41200000000000003,0.08800000000000001
LyricVideo_480P-6f34,LyricVideo,480,111,3.661,3.6910000000000003,3.6719999999999997,3.589,0.47700000000000004,0.579,0.67,0.5670000000000001,,,,,,,,,
LyricVideo_480P-6fca,LyricVideo,480,137,2.572,2.329,2.285,2.131,0.754,0.502,0.515,0.5670000000000001,0.22699999999999998,0.094,0,848.0,480.0,2.7439999999999998,0.39299999999999996,5.959,0.38799999999999996
LyricVideo_480P-7919,LyricVideo,480,107,2.508,2.452,2.51,2.54,0.514,0.531,0.498,0.561,0.027000000000000003,0.094,0,640.0,480.0,0.64,0.375,2.073,0.09699999999999999
LyricVideo_720P-068d,LyricVideo,720,123,3.825,4.041,3.975,4.084,0.5770000000000001,0.6759999999999999,0.6829999999999999,0.618,0.0,0.094,0,1280.0,720.0,1.306,0.002,0.006,0.0
LyricVideo_720P-081c,LyricVideo,720,136,4.19,4.124,3.835,3.858,0.5579999999999999,0.601,0.593,0.5529999999999999,0.0,0.111,0,1280.0,720.0,0.7090000000000001,0.325,8.507,0.183
LyricVideo_720P-0940,LyricVideo,720,118,3.045,3.217,2.97,2.988,0.631,0.557,0.62,0.611,0.078,0.094,0.284,1280.0,720.0,1.0070000000000001,0.45399999999999996,0.584,0.6559999999999999
LyricVideo_720P-09ed,LyricVideo,720,129,3.0260000000000002,2.762,3.176,3.907,0.762,0.733,0.701,0.6579999999999999,0.10800000000000001,0.165,0,1280.0,720.0,0.948,0.23399999999999999,7.29,0.09300000000000001
LyricVideo_720P-0ae4,LyricVideo,720,121,3.717,3.463,3.6,3.5869999999999997,0.479,0.584,0.514,0.503,0.008,0.17300000000000001,0,1280.0,720.0,2.043,0.258,7.995,0.165
LyricVideo_720P-1c89,LyricVideo,720,140,3.93,3.88,4.013999999999999,3.935,0.517,0.583,0.5920000000000001,0.53,0.0,0.094,0,1280.0,720.0,0.068,0.319,0.39399999999999996,0.122
LyricVideo_720P-2d24,LyricVideo,720,131,4.199,4.064,4.045,3.9810000000000003,0.672,0.684,0.674,0.743,0.0,0.094,[NULL],1280.0,720.0,0.154,0.004,0.311,0.0
LyricVideo_720P-2f12,LyricVideo,720,130,3.9560000000000004,4.052,4.141,4.08,0.518,0.599,0.599,0.633,,,,,,,,,
LyricVideo_720P-36fb,LyricVideo,720,122,3.839,3.8710000000000004,3.82,3.752,0.512,0.483,0.539,0.534,0.0,0.11699999999999999,0.108,1280.0,720.0,0.23800000000000002,0.28800000000000003,0.391,0.084
LyricVideo_720P-38ee,LyricVideo,720,151,4.088,3.9160000000000004,3.958,3.895,0.583,0.508,0.5579999999999999,0.528,,,,,,,,,
LyricVideo_720P-4253,LyricVideo,720,137,4.066,3.7769999999999997,3.8160000000000003,3.805,0.6559999999999999,0.535,0.545,0.652,0.0,0.094,[NULL],1280.0,720.0,2.262,0.008,0.524,0.078
LyricVideo_720P-47a9,LyricVideo,720,112,2.8160000000000003,2.247,2.161,2.714,0.852,0.977,0.85,0.818,0.205,0.22399999999999998,0.269,1280.0,720.0,0.735,0.5579999999999999,9.037,0.42700000000000005
LyricVideo_720P-59ed,LyricVideo,720,135,4.315,4.361000000000001,4.371,4.3260000000000005,0.522,0.496,0.529,0.551,0.0,0.56,0.028,1280.0,720.0,0.86,0.114,0.039,0.05
LyricVideo_720P-5d3a,LyricVideo,720,127,3.9389999999999996,4.266,4.298,4.3660000000000005,0.513,0.479,0.595,0.447,0.0,0.096,0,960.0,720.0,0.203,0.387,1.386,0.0
LyricVideo_720P-63c3,LyricVideo,720,137,4.315,4.189,4.181,4.183,0.551,0.597,0.637,0.5539999999999999,,,,,,,,,
LyricVideo_720P-6f0c,LyricVideo,720,116,2.803,2.379,2.476,2.637,0.7340000000000001,0.618,0.616,0.7070000000000001,0.003,0.109,0.1,1280.0,720.0,1.433,0.313,6.527,0.7020000000000001
LyricVideo_720P-6fc9,LyricVideo,720,124,2.6710000000000003,2.293,2.369,2.377,0.568,0.446,0.48100000000000004,0.415,0.04,0.094,0.215,1280.0,720.0,0.465,0.636,1.0090000000000001,0.638
LyricVideo_720P-7003,LyricVideo,720,110,3.615,3.582,3.508,3.668,0.545,0.5770000000000001,0.602,0.475,0.053,0.094,0.986,1280.0,720.0,1.128,0.023,0.14800000000000002,0.132
LyricVideo_720P-739a,LyricVideo,720,125,2.877,2.6,2.392,2.535,0.708,0.7879999999999999,0.594,0.573,0.259,0.094,[NULL],1280.0,720.0,0.8290000000000001,0.008,0.026000000000000002,1.024
LyricVideo_720P-74a0,LyricVideo,720,136,4.415,4.252,4.203,4.206,0.425,0.56,0.602,0.513,0.002,0.094,[NULL],1280.0,720.0,2.745,0.091,1.7109999999999999,0.005
LyricVideo_720P-7f44,LyricVideo,720,142,4.196000000000001,4.138,4.2010000000000005,4.282,0.574,0.693,0.613,0.61,0.272,0.094,[NULL],1280.0,720.0,1.3840000000000001,0.001,0.084,0.091
MusicVideo_1080P-04b6,MusicVideo,1080,129,4.288,4.147,4.164,4.0569999999999995,0.46399999999999997,0.429,0.391,0.467,0.011000000000000001,0.094,0,1920.0,1080.0,1.074,0.434,11.503,0.47700000000000004
MusicVideo_1080P-0706,MusicVideo,1080,130,4.084,3.9739999999999998,3.852,3.801,0.617,0.722,0.6859999999999999,0.48,0.034,0.094,0.036,1920.0,1080.0,0.8340000000000001,0.75,24.494,0.581
MusicVideo_1080P-0860,MusicVideo,1080,128,3.963,4.022,3.9930000000000003,4.125,0.542,0.513,0.537,0.40299999999999997,0.067,0.16699999999999998,0,1920.0,1080.0,0.777,0.413,11.663,0.003
MusicVideo_1080P-106d,MusicVideo,1080,112,3.259,3.408,3.011,2.884,0.727,0.561,0.647,0.612,0.069,0.094,0.112,1440.0,1080.0,1.305,0.688,7.422999999999999,0.561
MusicVideo_1080P-16e6,MusicVideo,1080,139,4.349,4.475,4.543,4.604,0.5720000000000001,0.483,0.499,0.41600000000000004,0.003,0.258,0.034,1920.0,1080.0,0.745,0.402,13.741,0.11900000000000001
MusicVideo_1080P-18f5,MusicVideo,1080,116,3.8289999999999997,3.745,3.295,3.779,0.563,0.505,0.696,0.609,0.171,0.16399999999999998,0.024,1920.0,1080.0,1.6119999999999999,0.529,19.04,0.589
MusicVideo_1080P-1a53,MusicVideo,1080,124,3.577,3.2039999999999997,3.093,3.216,0.574,0.784,0.748,0.7809999999999999,0.23399999999999999,0.111,0,1920.0,1080.0,0.259,0.655,1.131,0.16699999999999998
MusicVideo_1080P-24f5,MusicVideo,1080,144,4.283,4.375,4.332,4.346,0.478,0.513,0.478,0.48700000000000004,0.027000000000000003,0.095,0,1920.0,1080.0,2.633,0.34299999999999997,4.678,0.185
MusicVideo_1080P-2b2b,MusicVideo,1080,136,4.436,4.556,4.617,4.546,0.445,0.413,0.379,0.4,0.15,0.22,0.019,1920.0,1080.0,0.203,0.743,1.087,0.0
MusicVideo_1080P-2d1c,MusicVideo,1080,108,3.616,3.4589999999999996,3.623,3.71,0.506,0.5589999999999999,0.508,0.484,0.013999999999999999,0.096,0,1440.0,1080.0,2.417,0.545,8.112,0.402
MusicVideo_1080P-34ff,MusicVideo,1080,118,3.658,3.4739999999999998,3.452,3.3080000000000003,0.505,0.508,0.498,0.515,0.08199999999999999,0.094,0.121,1440.0,1080.0,1.8119999999999998,0.514,14.935,0.495
MusicVideo_1080P-3a50,MusicVideo,1080,119,3.69,3.437,3.31,3.47,0.564,0.598,0.768,0.614,0.095,0.152,0.09,1920.0,1080.0,0.25,0.49700000000000005,1.605,0.603
MusicVideo_1080P-453f,MusicVideo,1080,133,4.372,4.622,4.5680000000000005,4.481,0.59,0.436,0.455,0.508,0.03,0.094,0.079,1920.0,1080.0,0.8190000000000001,0.56,13.977,0.013000000000000001
MusicVideo_1080P-4671,MusicVideo,1080,129,3.083,3.003,2.969,3.3560000000000003,0.6609999999999999,0.597,0.562,0.535,0.047,0.1,0.16,1920.0,1080.0,1.236,0.6759999999999999,4.379,0.748
MusicVideo_1080P-4b61,MusicVideo,1080,117,3.885,3.83,3.735,3.862,0.59,0.647,0.62,0.499,0.158,0.094,0,1920.0,1080.0,0.48700000000000004,0.494,12.556,1.07
MusicVideo_1080P-5072,MusicVideo,1080,144,4.19,4.1739999999999995,4.021,4.08,0.594,0.583,0.503,0.53,0.035,0.094,0,1920.0,1080.0,1.953,0.166,0.34600000000000003,0.307
MusicVideo_1080P-55af,MusicVideo,1080,122,3.748,3.702,3.7960000000000003,3.911,0.523,0.47700000000000004,0.42700000000000005,0.514,0.022000000000000002,0.094,0.141,1920.0,1080.0,3.5610000000000004,0.662,17.064,0.868
MusicVideo_1080P-59c4,MusicVideo,1080,123,3.529,3.286,3.386,3.362,0.585,0.7040000000000001,0.737,0.728,0.002,0.222,0,1920.0,1080.0,2.06,0.305,10.300999999999998,0.5660000000000001
MusicVideo_1080P-5f03,MusicVideo,1080,116,3.265,3.1510000000000002,2.9539999999999997,2.555,0.67,0.675,0.684,0.7879999999999999,0.046,0.094,0.132,1920.0,1080.0,0.325,0.611,0.66,0.011000000000000001
MusicVideo_1080P-6260,MusicVideo,1080,110,3.042,2.397,1.876,2.842,0.66,0.664,0.7070000000000001,0.742,0.23600000000000002,0.131,0,1920.0,1080.0,1.604,0.7,13.999,0.14
MusicVideo_1080P-65c6,MusicVideo,1080,107,4.066,3.984,4.2860000000000005,3.977,0.40700000000000003,0.5379999999999999,0.547,0.545,0.21,0.102,0.014,1920.0,1080.0,0.154,0.408,0.396,0.183
MusicVideo_1080P-6c1d,MusicVideo,1080,142,4.323,4.345,4.388,4.315,0.512,0.565,0.447,0.474,0.034,0.212,0,1920.0,1080.0,1.551,0.46,10.577,0.124
MusicVideo_1080P-6c88,MusicVideo,1080,110,3.318,2.991,2.9330000000000003,2.7560000000000002,0.516,0.586,0.6559999999999999,0.595,0.17800000000000002,0.198,0.067,1920.0,1080.0,0.332,0.6409999999999999,3.1430000000000002,0.08900000000000001
MusicVideo_1080P-6fb1,MusicVideo,1080,116,3.492,3.452,3.623,3.748,0.5329999999999999,0.537,0.526,0.528,0.05,0.094,0.033,1440.0,1080.0,1.486,0.638,8.853,0.413
MusicVideo_1080P-7265,MusicVideo,1080,115,3.5660000000000003,3.577,3.51,3.0069999999999997,0.516,0.5479999999999999,0.594,0.826,0.024,0.094,0.111,1920.0,1080.0,0.40299999999999997,0.45799999999999996,1.179,0.078
MusicVideo_1080P-7706,MusicVideo,1080,126,2.925,2.845,2.947,2.826,0.774,0.633,0.703,0.84,0.16399999999999998,0.099,0.126,1920.0,1080.0,0.384,0.698,1.004,1.093
MusicVideo_1080P-7736,MusicVideo,1080,135,4.371,4.569,4.448,4.578,0.551,0.389,0.45799999999999996,0.42100000000000004,0.069,0.095,0,1920.0,1080.0,1.3940000000000001,0.33799999999999997,3.386,0.087
MusicVideo_1080P-7f2e,MusicVideo,1080,109,3.75,3.7569999999999997,3.5780000000000003,3.5260000000000002,0.5760000000000001,0.748,0.7290000000000001,0.628,0.0,0.094,0.161,1920.0,1080.0,3.0410000000000004,0.623,13.946,0.716
MusicVideo_360P-08cb,MusicVideo,360,126,3.4010000000000002,3.307,3.135,2.926,0.584,0.446,0.589,0.628,0.055,0.107,0.052,640.0,360.0,1.016,0.23,3.362,0.138
MusicVideo_360P-17e4,MusicVideo,360,123,3.233,3.255,3.08,3.127,0.635,0.562,0.637,0.625,0.028999999999999998,0.122,0.125,640.0,360.0,0.85,0.22899999999999998,1.716,0.172
MusicVideo_360P-24b0,MusicVideo,360,113,3.512,3.173,2.8789999999999996,3.324,0.539,0.701,0.7440000000000001,0.532,0.008,0.094,0.318,640.0,360.0,0.8220000000000001,0.22899999999999998,2.392,0.266
MusicVideo_360P-2a75,MusicVideo,360,123,2.7539999999999996,2.838,2.912,2.93,0.759,0.603,0.613,0.667,,,,,,,,,
MusicVideo_360P-2fcb,MusicVideo,360,128,3.6189999999999998,3.6830000000000003,3.602,3.693,0.51,0.457,0.436,0.457,0.002,0.094,0.289,640.0,360.0,1.3630000000000002,0.09699999999999999,0.742,0.257
MusicVideo_360P-462f,MusicVideo,360,116,3.51,3.569,3.282,3.0189999999999997,0.48700000000000004,0.644,0.578,0.65,0.001,0.094,0,640.0,360.0,1.659,0.021,2.0540000000000003,0.303
MusicVideo_360P-4de7,MusicVideo,360,127,2.968,2.9010000000000002,2.782,2.81,0.589,0.505,0.517,0.5479999999999999,0.19899999999999998,0.094,0.442,480.0,360.0,1.0979999999999999,0.258,2.27,0.161
MusicVideo_360P-5358,MusicVideo,360,125,3.069,2.63,2.88,2.909,0.612,0.524,0.667,0.609,0.16899999999999998,0.332,0.12,640.0,360.0,0.6459999999999999,0.384,1.745,0.517
MusicVideo_360P-5578,MusicVideo,360,120,2.873,2.6460000000000004,2.45,2.511,0.665,0.536,0.532,0.499,0.043,0.11800000000000001,0.142,480.0,360.0,0.664,0.141,2.0140000000000002,0.256
MusicVideo_360P-5699,MusicVideo,360,116,3.7760000000000002,3.6439999999999997,3.6689999999999996,3.585,0.42200000000000004,0.48100000000000004,0.496,0.502,0.005,0.095,0.159,640.0,360.0,0.7859999999999999,0.184,3.424,0.268
MusicVideo_360P-5f07,MusicVideo,360,120,2.9210000000000003,2.636,2.7880000000000003,2.7460000000000004,0.629,0.48700000000000004,0.462,0.484,0.09,0.32,0.089,640.0,360.0,0.782,0.461,2.7910000000000004,0.354
MusicVideo_360P-5f8d,MusicVideo,360,103,2.437,2.202,2.374,2.1,0.574,0.556,0.59,0.5329999999999999,0.113,0.096,0.159,640.0,360.0,1.153,0.318,2.201,0.4
MusicVideo_360P-648c,MusicVideo,360,115,3.272,2.952,2.82,2.7539999999999996,0.68,0.713,0.807,0.875,0.0,0.1,0.076,640.0,360.0,0.153,0.564,0.205,0.898
MusicVideo_360P-7b94,MusicVideo,360,107,2.44,2.006,2.0869999999999997,2.249,0.524,0.63,0.507,0.6459999999999999,0.228,0.11,0.123,640.0,360.0,0.932,0.45799999999999996,2.781,0.45799999999999996
MusicVideo_480P-001f,MusicVideo,480,119,3.377,3.253,3.05,3.31,0.469,0.5760000000000001,0.522,0.493,0.067,0.094,0.161,720.0,480.0,1.278,0.478,8.87,0.158
MusicVideo_480P-0448,MusicVideo,480,107,3.4530000000000003,3.437,3.135,3.097,0.523,0.5529999999999999,0.602,0.609,0.012,0.094,0.063,640.0,480.0,2.843,0.021,2.076,0.467
MusicVideo_480P-12fb,MusicVideo,480,115,3.0589999999999997,3.16,3.198,3.117,0.611,0.515,0.483,0.602,0.126,0.226,0.032,640.0,480.0,1.5519999999999998,0.198,2.8739999999999997,0.32899999999999996
MusicVideo_480P-184c,MusicVideo,480,113,3.7260000000000004,3.7239999999999998,3.778,3.665,0.478,0.42100000000000004,0.449,0.408,0.039,0.11800000000000001,0.021,640.0,480.0,0.7879999999999999,0.40399999999999997,2.302,0.157
MusicVideo_480P-1eee,MusicVideo,480,132,3.0610000000000004,2.8089999999999997,3.002,3.115,0.5870000000000001,0.525,0.588,0.5529999999999999,0.004,0.09699999999999999,0,640.0,480.0,1.225,0.263,2.539,0.0
MusicVideo_480P-2de0,MusicVideo,480,137,3.47,3.2,3.27,3.324,0.525,0.6459999999999999,0.469,0.515,0.23800000000000002,0.146,0.017,656.0,480.0,0.919,0.27,2.246,0.09699999999999999
MusicVideo_480P-3aa2,MusicVideo,480,109,2.767,2.474,2.289,2.497,0.742,0.529,0.531,0.59,0.026000000000000002,0.10300000000000001,0.157,854.0,480.0,0.32899999999999996,0.43799999999999994,1.2229999999999999,1.274
MusicVideo_480P-3c8b,MusicVideo,480,119,2.908,2.69,2.713,2.7289999999999996,0.6659999999999999,0.762,0.764,0.7509999999999999,0.051,0.094,0.109,640.0,480.0,2.417,0.508,1.9040000000000001,0.7440000000000001
MusicVideo_480P-41ce,MusicVideo,480,119,3.766,3.764,3.67,3.613,0.46799999999999997,0.48100000000000004,0.423,0.509,0.11599999999999999,0.09699999999999999,0.281,720.0,480.0,0.882,0.45899999999999996,3.074,0.0
MusicVideo_480P-4802,MusicVideo,480,127,4.268,4.343,4.34,4.328,0.504,0.495,0.457,0.474,0.057999999999999996,0.15,0.152,854.0,480.0,1.1640000000000001,0.18600000000000003,3.6639999999999997,0.077
MusicVideo_480P-483b,MusicVideo,480,119,1.5390000000000001,1.382,1.4509999999999998,1.317,0.7020000000000001,0.584,0.64,0.52,0.172,0.247,0.085,720.0,480.0,1.119,1.03,6.617999999999999,0.061
MusicVideo_480P-4cc8,MusicVideo,480,127,3.346,3.3480000000000003,3.46,3.407,0.6920000000000001,0.711,0.527,0.545,0.221,0.106,0.146,854.0,480.0,0.523,0.515,0.9159999999999999,0.069
MusicVideo_480P-5461,MusicVideo,480,149,4.272,4.16,4.145,4.082,0.48200000000000004,0.368,0.506,0.433,0.062,0.10400000000000001,0.03,854.0,480.0,1.2790000000000001,0.304,10.068,0.237
MusicVideo_480P-5830,MusicVideo,480,120,3.045,2.984,2.89,2.6239999999999997,0.636,0.6,0.665,0.58,0.028999999999999998,0.09699999999999999,0.028,640.0,480.0,1.589,0.629,12.749,0.72
MusicVideo_480P-6026,MusicVideo,480,121,3.033,2.813,2.877,2.7739999999999996,0.608,0.46299999999999997,0.508,0.485,0.0,0.094,1,640.0,480.0,1.632,0.604,2.166,0.57
MusicVideo_480P-61ba,MusicVideo,480,140,1.756,1.349,1.581,1.633,0.8640000000000001,0.5,0.711,0.7140000000000001,0.129,0.449,0.047,720.0,480.0,0.938,0.935,2.224,0.087
MusicVideo_480P-66b2,MusicVideo,480,124,2.7089999999999996,2.525,1.841,1.8969999999999998,0.843,0.8640000000000001,0.6409999999999999,0.765,0.12300000000000001,0.10400000000000001,0.104,640.0,480.0,0.193,0.247,1.469,0.129
MusicVideo_480P-6fb6,MusicVideo,480,115,3.611,3.5639999999999996,3.47,3.662,0.5479999999999999,0.49700000000000005,0.531,0.5489999999999999,0.0,0.094,0,640.0,480.0,0.131,0.18600000000000003,0.722,0.0
MusicVideo_480P-7643,MusicVideo,480,121,3.093,3.01,2.9160000000000004,3.2039999999999997,0.613,0.5660000000000001,0.581,0.44299999999999995,0.002,0.094,0.143,1080.0,480.0,1.028,0.18,0.262,0.183
MusicVideo_480P-7955,MusicVideo,480,116,3.509,3.3789999999999996,3.517,3.4010000000000002,0.519,0.45399999999999996,0.48100000000000004,0.485,0.049,0.27699999999999997,0.129,854.0,480.0,1.093,0.35600000000000004,8.244,0.37200000000000005
MusicVideo_720P-0355,MusicVideo,720,116,1.9069999999999998,1.851,1.6980000000000002,1.7690000000000001,1.01,1.031,0.889,0.9109999999999999,0.043,0.105,0,1280.0,720.0,1.6380000000000001,0.7509999999999999,17.183,0.5660000000000001
MusicVideo_720P-0752,MusicVideo,720,136,4.365,4.435,4.379,4.145,0.495,0.38,0.47200000000000003,0.579,0.048,0.096,0.197,1280.0,720.0,1.3840000000000001,0.297,8.585,0.395
MusicVideo_720P-14f0,MusicVideo,720,120,2.3819999999999997,2.26,2.237,2.3609999999999998,0.6559999999999999,0.5479999999999999,0.48,0.46399999999999997,0.054000000000000006,0.132,0.025,1280.0,720.0,0.128,0.22899999999999998,0.158,0.054000000000000006
MusicVideo_720P-2d7d,MusicVideo,720,126,2.988,2.779,2.022,2.9989999999999997,0.708,0.713,0.815,0.767,0.01,0.14,0.103,1280.0,720.0,0.5710000000000001,0.366,8.576,0.11699999999999999
MusicVideo_720P-3698,MusicVideo,720,119,4.378,4.355,4.3839999999999995,4.2330000000000005,0.512,0.41600000000000004,0.445,0.341,0.07200000000000001,0.11,0.15,1280.0,720.0,2.153,0.159,2.759,0.258
MusicVideo_720P-3b11,MusicVideo,720,109,3.6,3.4610000000000003,3.4360000000000004,3.55,0.484,0.526,0.499,0.55,0.087,0.11599999999999999,0.112,960.0,720.0,0.594,0.326,1.442,0.504
MusicVideo_720P-3c4c,MusicVideo,720,152,4.135,4.1419999999999995,4.1610000000000005,3.99,0.583,0.39899999999999997,0.382,0.47200000000000003,0.027999999999999997,0.12,0,1280.0,720.0,1.161,0.282,1.985,0.0
MusicVideo_720P-4179,MusicVideo,720,116,3.535,3.3360000000000003,3.4560000000000004,3.41,0.5920000000000001,0.677,0.555,0.555,0.14300000000000002,0.107,0,1280.0,720.0,0.36700000000000005,0.455,1.0170000000000001,0.45299999999999996
MusicVideo_720P-44c1,MusicVideo,720,136,4.499,4.406000000000001,4.496,4.462,0.42200000000000004,0.441,0.4,0.402,0.064,0.111,0.128,1280.0,720.0,1.091,0.392,4.417,0.307
MusicVideo_720P-4895,MusicVideo,720,135,4.173,3.998,3.73,3.812,0.606,0.539,0.557,0.5529999999999999,0.19399999999999998,0.095,0.121,1280.0,720.0,0.597,0.384,1.2819999999999998,0.365
MusicVideo_720P-4ad2,MusicVideo,720,117,3.7560000000000002,3.7510000000000003,3.761,3.787,0.44,0.512,0.467,0.493,0.003,0.11599999999999999,0.052,1280.0,720.0,0.743,0.256,2.588,0.166
